"ID","firstname","lastname","player","playerURL","team","position","injury","status","date"
"452","Alberto","Abalde","Alberto Abalde","/euro/player/alberto-abalde-452","RMB","F","Ankle","Game Time Decision",2026-02-02
"1292","Kamar","Baldwin","Kamar Baldwin","/euro/player/kamar-baldwin-1292","BAY","G","Thigh","Game Time Decision",2026-02-02
"1378","Jilson","Bango","Jilson Bango","/euro/player/jilson-bango-1378","FBB","C","Knee","OUT",2026-02-02
"277","Rodrigue","Beaubois","Rodrigue Beaubois","/euro/player/rodrigue-beaubois-277","EFS","G","Calf","Game Time Decision",2026-02-02
"1403","Davis","Bertans","Davis Bertans","/euro/player/davis-bertans-1403","DUB","F","Calf","Game Time Decision",2026-02-02
"795","Leandro","Bolmaro","Leandro Bolmaro","/euro/player/leandro-bolmaro-795","EA7","G","Elbow","OUT",2026-02-02
"1222","Dario","Brizuela","Dario Brizuela","/euro/player/dario-brizuela-1222","BAR","G","Undisclosed","Game Time Decision",2026-02-02
"708","Lorenzo","Brown","Lorenzo Brown","/euro/player/lorenzo-brown-708","EA7","G","Not Injury Related","Game Time Decision",2026-02-02
"692","Elijah","Bryant","Elijah Bryant","/euro/player/elijah-bryant-692","HTA","G","Abdomen","Game Time Decision",2026-02-02
"1260","Bruno","Caboclo","Bruno Caboclo","/euro/player/bruno-caboclo-1260","DUB","C","Back","Game Time Decision",2026-02-02
"998","Isaiah","Canaan","Isaiah Canaan","/euro/player/isaiah-canaan-998","CZV","G","Knee","OUT",2026-02-02
"1068","Tyson","Carter","Tyson Carter","/euro/player/tyson-carter-1068","CZV","G","Chest","OUT",2026-02-02
"1103","Isaia","Cordinier","Isaia Cordinier","/euro/player/isaia-cordinier-1103","EFS","G","Back","OUT",2026-02-02
"1026","Matt","Costello","Matt Costello","/euro/player/matt-costello-1026","VBC","C","Knee","OUT",2026-02-02
"549","Gabriel","Deck","Gabriel Deck","/euro/player/gabriel-deck-549","RMB","F","Undisclosed","OUT",2026-02-02
"381","John","DiBartolomeo","John DiBartolomeo","/euro/player/john-dibartolomeo-381","MTA","G","Groin","OUT",2026-02-02
"1314","Ousmane","Diop","Ousmane Diop","/euro/player/ousmane-diop-1314","EA7","C","Knee","Game Time Decision",2026-02-02
"1504","Boogie","Ellis","Boogie Ellis","/euro/player/boogie-ellis-1504","DUB","G","Hamstring","Game Time Decision",2026-02-02
"548","Tyler","Ennis","Tyler Ennis","/euro/player/tyler-ennis-548","HTA","G","Achilles","OUT",2026-02-02
"972","Keenan","Evans","Keenan Evans","/euro/player/keenan-evans-972","OLY","G","Achilles","OUT",2026-02-02
"859","Moustapha","Fall","Moustapha Fall","/euro/player/moustapha-fall-859","OLY","C","Knee","OUT",2026-02-02
"1291","Andres","Feliz","Andres Feliz","/euro/player/andres-feliz-1291","RMB","G","Ankle","Game Time Decision",2026-02-02
"1436","Tomer","Ginat","Tomer Ginat","/euro/player/tomer-ginat-1436","HTA","F","Leg","OUT",2026-02-02
"978","Devon","Hall","Devon Hall","/euro/player/devon-hall-978","FBB","G","Undisclosed","Game Time Decision",2026-02-02
"1518","Zach","Hankins","Zach Hankins","/euro/player/zach-hankins-1518","MTA","C","Ankle","OUT",2026-02-02
"297","Elias","Harris","Elias Harris","/euro/player/elias-harris-297","BAY","C","Knee","OUT",2026-02-02
"861","Kevarrius","Hayes","Kevarrius Hayes","/euro/player/kevarrius-hayes-861","ASM","C","Face","OUT",2026-02-02
"1107","Mam","Jaiteh","Mam Jaiteh","/euro/player/mam-jaiteh-1107","DUB","C","Achilles","OUT",2026-02-02
"656","Rokas","Jokubaitis","Rokas Jokubaitis","/euro/player/rokas-jokubaitis-656","BAY","G","Knee","OUT",2026-02-02
"1339","Carlik","Jones","Carlik Jones","/euro/player/carlik-jones-1339","PAR","G","Foot","OUT",2026-02-02
"1423","Kosta","Kondic","Kosta Kondic","/euro/player/kosta-kondic-1423","DUB","G","Groin","Game Time Decision",2026-02-02
"1309","Leon","Kratzer","Leon Kratzer","/euro/player/leon-kratzer-1309","BAY","C","Undisclosed","Game Time Decision",2026-02-02
"557","Shane","Larkin","Shane Larkin","/euro/player/shane-larkin-557","EFS","G","Groin","OUT",2026-02-02
