"ID","firstname","lastname","player","playerURL","team","position","injury","status","date"
"1389","Matteo","Accorsi","Matteo Accorsi","/euro/player/matteo-accorsi-1389","VIR","G","Finger","OUT",2026-07-10
"1469","Derrick","Alston Jr","Derrick Alston Jr","/euro/player/derrick-alston-jr-1469","VIR","F","Hand","OUT",2026-07-10
"247","Onuralp","Bitim","Onuralp Bitim","/euro/player/onuralp-bitim-247","FBB","F","Undisclosed","OUT",2026-07-10
"1400","Antonio","Blakeney","Antonio Blakeney","/euro/player/antonio-blakeney-1400","HTA","G","Calf","OUT",2026-07-10
"708","Lorenzo","Brown","Lorenzo Brown","/euro/player/lorenzo-brown-708","EA7","G","Not Injury Related","OUT",2026-07-10
"692","Elijah","Bryant","Elijah Bryant","/euro/player/elijah-bryant-692","HTA","G","Groin","OUT",2026-07-10
"1103","Isaia","Cordinier","Isaia Cordinier","/euro/player/isaia-cordinier-1103","EFS","G","Knee","OUT",2026-07-10
"1208","Khalifa","Diop","Khalifa Diop","/euro/player/khalifa-diop-1208","BKN","C","Knee","OUT",2026-07-10
"705","Tyler","Dorsey","Tyler Dorsey","/euro/player/tyler-dorsey-705","OLY","G","Foot","OUT",2026-07-10
"1531","Amit","Ebo","Amit Ebo","/euro/player/amit-ebo-1531","MTA","G","Shoulder","OUT",2026-07-10
"548","Tyler","Ennis","Tyler Ennis","/euro/player/tyler-ennis-548","HTA","G","Achilles","OUT",2026-07-10
"806","Usman","Garuba","Usman Garuba","/euro/player/usman-garuba-806","RMB","C","Leg","OUT",2026-07-10
"1107","Mam","Jaiteh","Mam Jaiteh","/euro/player/mam-jaiteh-1107","DUB","C","Achilles","OUT",2026-07-10
"656","Rokas","Jokubaitis","Rokas Jokubaitis","/euro/player/rokas-jokubaitis-656","BAY","G","Knee","OUT",2026-07-10
"1405","Gur","Lavy","Gur Lavy","/euro/player/gur-lavy-1405","MTA","F","Undisclosed","OUT",2026-07-10
"1446","T.J.","Leaf","T.J. Leaf","/euro/player/tj-leaf-1446","MTA","F","Shoulder","OUT",2026-07-10
"1302","Collin","Malcolm","Collin Malcolm","/euro/player/collin-malcolm-1302","HTA","F","Calf","OUT",2026-07-10
"689","Vanja","Marinkovic","Vanja Marinkovic","/euro/player/vanja-marinkovic-689","PAR","F","Achilles","OUT",2026-07-10
"1418","Stefan","Miljenovic","Stefan Miljenovic","/euro/player/stefan-miljenovic-1418","CZV","G","Ankle","OUT",2026-07-10
"394","Nikola","Milutinov","Nikola Milutinov","/euro/player/nikola-milutinov-394","OLY","C","Foot","OUT",2026-07-10
"923","Dzanan","Musa","Dzanan Musa","/euro/player/dzanan-musa-923","DUB","G","Knee","OUT",2026-07-10
"550","Georgios","Papagiannis","Georgios Papagiannis","/euro/player/georgios-papagiannis-550","EFS","C","Knee","OUT",2026-07-10
"1199","Nikos","Rogkavopoulos","Nikos Rogkavopoulos","/euro/player/nikos-rogkavopoulos-1199","PAO","F","Foot","OUT",2026-07-10
"351","Kostas","Sloukas","Kostas Sloukas","/euro/player/kostas-sloukas-351","PAO","G","Knee","OUT",2026-07-10
"1019","Roman","Sorkin","Roman Sorkin","/euro/player/roman-sorkin-1019","MTA","F","Undisclosed","OUT",2026-07-10
"491","Walter","Tavares","Walter Tavares","/euro/player/walter-tavares-491","RMB","C","Knee","OUT",2026-07-10
"271","Luca","Vildoza","Luca Vildoza","/euro/player/luca-vildoza-271","VIR","G","Pelvis","OUT",2026-07-10
